epoch,learning_rate,loss,val_char_acc,val_loss,val_str_acc
0,0.0010000000474974513,17.187644958496094,0.0,14.11984634399414,0.0
1,0.0010000000474974513,13.953781127929688,0.0,14.122907638549805,0.0
2,0.0010000000474974513,12.790728569030762,0.0,17.130802154541016,0.0
3,0.0010000000474974513,10.491242408752441,0.0,16.52775764465332,0.0
4,0.0010000000474974513,6.6338958740234375,0.0,35.929691314697266,0.0
5,0.0010000000474974513,2.753225088119507,0.07598039215686274,27.481367111206055,0.0
6,0.0010000000474974513,1.0583293437957764,0.25245098039215685,7.85244607925415,0.0392156862745098
7,0.0010000000474974513,0.8702336549758911,0.8357843137254902,1.8872992992401123,0.5980392156862745
8,0.0010000000474974513,0.6360456943511963,0.9534313725490197,0.7437330484390259,0.8431372549019608
9,0.0010000000474974513,0.3858116567134857,0.9215686274509803,0.9436643719673157,0.7647058823529411
10,0.0010000000474974513,0.30214089155197144,0.9534313725490197,0.4752132296562195,0.8627450980392157
11,0.0010000000474974513,0.2697421610355377,0.9607843137254902,0.4884805381298065,0.8627450980392157
12,0.0010000000474974513,0.29861995577812195,0.7401960784313726,4.669345855712891,0.30392156862745096
13,0.0010000000474974513,0.35419896245002747,0.928921568627451,0.8610899448394775,0.8137254901960784
14,0.0010000000474974513,0.3034525215625763,0.9240196078431373,1.162926435470581,0.7941176470588235
15,0.0010000000474974513,0.25570324063301086,0.9828431372549019,0.20307005941867828,0.9215686274509803
16,0.0010000000474974513,0.23058995604515076,0.9681372549019608,0.20227764546871185,0.9509803921568627
17,0.0010000000474974513,0.14201410114765167,1.0,0.03998439013957977,1.0
18,0.0010000000474974513,0.28489792346954346,0.8848039215686274,1.4614393711090088,0.6568627450980392
19,0.0010000000474974513,0.258174329996109,0.9093137254901961,0.6592770218849182,0.803921568627451
20,0.0010000000474974513,0.16584879159927368,0.9754901960784313,0.13808922469615936,0.9509803921568627
21,0.0010000000474974513,0.09817821532487869,0.9068627450980392,0.5003671646118164,0.8431372549019608
22,0.0010000000474974513,0.11932151764631271,0.9558823529411765,0.1620362401008606,0.9313725490196079
23,0.0010000000474974513,0.10059325397014618,0.9901960784313726,0.10984626412391663,0.9607843137254902
24,0.0010000000474974513,0.11509093642234802,0.8284313725490197,1.9637664556503296,0.5588235294117647
25,0.0010000000474974513,0.2006252259016037,0.8970588235294118,1.140371322631836,0.6666666666666666
26,0.0010000000474974513,0.18326987326145172,0.7009803921568627,3.570578098297119,0.4117647058823529
27,0.0010000000474974513,0.14601904153823853,0.9632352941176471,0.25114208459854126,0.9215686274509803
28,0.0005000000237487257,0.09093702584505081,0.9852941176470589,0.0696951374411583,0.9705882352941176
29,0.0005000000237487257,0.049569807946681976,0.9975490196078431,0.06335907429456711,0.9901960784313726
30,0.0005000000237487257,0.08065246045589447,0.9975490196078431,0.06659388542175293,0.9901960784313726
31,0.0005000000237487257,0.03794153034687042,0.9975490196078431,0.06834088265895844,0.9901960784313726
32,0.0005000000237487257,0.04931206628680229,0.9975490196078431,0.04164000228047371,0.9901960784313726
33,0.0005000000237487257,0.053870946168899536,0.9975490196078431,0.03895510733127594,0.9901960784313726
34,0.0005000000237487257,0.04814624413847923,0.9975490196078431,0.06282352656126022,0.9901960784313726
35,0.0005000000237487257,0.04124990478157997,0.9975490196078431,0.04068561643362045,0.9901960784313726
36,0.0005000000237487257,0.04343996196985245,0.9926470588235294,0.09607883542776108,0.9705882352941176
37,0.0005000000237487257,0.05352817103266716,0.9950980392156863,0.06282132863998413,0.9803921568627451
38,0.0005000000237487257,0.09397854655981064,0.9583333333333334,0.367201030254364,0.9215686274509803
39,0.0005000000237487257,0.0841357633471489,0.9901960784313726,0.050624679774045944,0.9803921568627451
40,0.0005000000237487257,0.06250310689210892,0.9877450980392157,0.10501135140657425,0.9607843137254902
41,0.0005000000237487257,0.06000343710184097,0.9950980392156863,0.08021808415651321,0.9803921568627451
42,0.0005000000237487257,0.06135384738445282,0.9901960784313726,0.06340393424034119,0.9901960784313726
43,0.0005000000237487257,0.050825126469135284,0.9975490196078431,0.05784234032034874,0.9901960784313726
44,0.0002500000118743628,0.03248827904462814,0.9975490196078431,0.059581488370895386,0.9901960784313726
45,0.0002500000118743628,0.027325941249728203,0.9975490196078431,0.06662508845329285,0.9901960784313726
46,0.0002500000118743628,0.026241978630423546,0.9926470588235294,0.08025208860635757,0.9803921568627451
47,0.0002500000118743628,0.026963965967297554,0.9926470588235294,0.07179848104715347,0.9803921568627451
